,Client,Age,Tenure,Count_CA,Count_SA,Count_MF,Count_OVD,Count_CC,Count_CL,ActBal_CA,ActBal_SA,ActBal_MF,ActBal_OVD,ActBal_CC,ActBal_CL,VolumeCred,TransactionsCred,VolumeDeb,VolumeDebCash_Card,VolumeDebCashless_Card,VolumeDeb_PaymentOrder,TransactionsDeb,TransactionsDebCash_Card,TransactionsDebCashless_Card,TransactionsDeb_PaymentOrder,Sex_F,Sex_M,Sale_CL,Sale_CL_probability
0,1217,-0.20198918572576371,0.8564567134686809,-0.26183154638761413,-0.4748145617731398,-0.234571020823538,-0.6258327785172862,-0.34757066781809526,-0.27231994714548213,3.0893191618472056,-0.3410315880885931,-0.21642019809304383,-0.23119258527095707,-0.20539748869694732,-0.19738897694155544,-0.8817377900633177,-0.7335301594069064,-0.21390351154852155,-0.6395468649789139,-0.6222288115814646,0.8558182031912592,-0.9350190356378456,-0.7065486856309234,-0.6750672100865376,-0.6770398812310864,0,1,1,0.6366851
1,1038,-0.6846437900911421,-0.013957726738323998,-0.26183154638761413,-0.4748145617731398,-0.234571020823538,-0.6258327785172862,-0.34757066781809526,-0.27231994714548213,-0.6618823819797313,-0.3410315880885931,-0.21642019809304383,-0.23119258527095707,-0.20539748869694732,-0.19738897694155544,-0.8817340166178443,-0.7335301594069064,-0.897779672741454,-0.6395468649789139,-0.6222288115814646,-0.7173448493359147,-0.9969089202797482,-0.7065486856309234,-0.6750672100865376,-0.889569317632574,0,1,0,0.21027803
2,1219,-0.4701306325954184,-1.2974502063656026,-0.26183154638761413,-0.4748145617731398,-0.234571020823538,-0.6258327785172862,-0.34757066781809526,-0.27231994714548213,2.2035397809603516,-0.3410315880885931,-0.21642019809304383,-0.23119258527095707,-0.20539748869694732,-0.19738897694155544,-0.5481322783316424,-0.567878318134488,-0.5449747999436321,-0.42373610715855625,-0.5266109240520173,-0.1748395706719188,-0.19234041993501455,-0.037081278536658435,-0.30156232631695684,0.17307786437486422,0,1,1,0.6657029
3,461,-1.3281832625783132,-0.6335747858687343,-0.26183154638761413,1.6118704860193431,-0.234571020823538,-0.6258327785172862,-0.34757066781809526,-0.27231994714548213,-0.6733157209549359,3.621337782729827,-0.21642019809304383,-0.23119258527095707,-0.20539748869694732,-0.19738897694155544,0.5243711448445442,-0.07092279431723299,0.6251014083590125,-0.6395468649789139,1.0340802766771293,0.86832484945885,0.11710900327449839,-0.7065486856309234,-0.30156232631695684,1.6607839191852778,1,0,1,0.8953809
4,1048,1.2459746273703713,-0.530305276013666,-0.26183154638761413,-0.4748145617731398,-0.234571020823538,1.5978709238739224,-0.34757066781809526,-0.27231994714548213,0.3892333914901734,-0.3410315880885931,-0.21642019809304383,-0.23119258527095707,-0.20539748869694732,-0.19738897694155544,-0.1812607573879318,-0.567878318134488,-0.3795725115975095,0.9790338186737687,-0.6222288115814646,-0.7173448493359147,-0.8112392663540404,-0.37181498208379093,-0.6750672100865376,-0.889569317632574,1,0,0,0.30599606
5,191,0.9242048911267857,0.6351649066363916,-0.26183154638761413,-0.4748145617731398,-0.234571020823538,-0.6258327785172862,-0.34757066781809526,-0.27231994714548213,-0.09263760223715978,-0.3410315880885931,-0.21642019809304383,-0.23119258527095707,-0.20539748869694732,-0.19738897694155544,0.07750669635184007,-0.23657463558965133,0.0552527066549062,-0.2942496524663416,-0.2141845108972938,1.0226505717487133,0.17899888791640098,1.3018535356518715,-0.052559070470569735,-0.03945157202662341,0,1,1,0.6778728
6,689,-0.1483608963518328,0.3843675255597969,-0.26183154638761413,-0.4748145617731398,-0.234571020823538,-0.6258327785172862,-0.34757066781809526,-0.27231994714548213,-0.45590877033357513,-0.3410315880885931,-0.21642019809304383,-0.23119258527095707,-0.20539748869694732,-0.19738897694155544,0.14738198746529643,-0.4022264768620697,-0.02817300431093906,-0.6395468649789139,-0.5698021557465098,-0.7173448493359147,-0.6874594970702352,-0.7065486856309234,-0.30156232631695684,-0.889569317632574,1,0,1,0.833528
7,186,-0.09473260697790188,-1.1941806965105342,-0.26183154638761413,-0.4748145617731398,-0.234571020823538,1.5978709238739224,-0.34757066781809526,2.976067993804198,-0.1294500293651515,-0.3410315880885931,-0.21642019809304383,-0.23119258527095707,-0.20539748869694732,6.817764135257913,0.9613642599789715,2.910810348586297,0.9067086178911997,0.36397315888574944,-0.2662136268585332,-0.18986327782355333,1.1073471575449398,0.6323861285576065,-0.1770606983937633,-0.03945157202662341,0,1,0,0.28207096
8,363,-0.4701306325954184,-0.7073387214794974,-0.26183154638761413,-0.4748145617731398,-0.234571020823538,-0.6258327785172862,-0.34757066781809526,-0.27231994714548213,3.3217818481389854,-0.3410315880885931,-0.21642019809304383,-0.23119258527095707,-0.20539748869694732,-0.19738897694155544,-0.45617890079412815,-0.567878318134488,-0.44905432957471136,-0.6395468649789139,1.552609414578514,-0.6780157730227354,-0.6255696124283326,-0.7065486856309234,-0.1770606983937633,-0.6770398812310864,0,1,0,0.2808253
9,308,0.17340883989175274,0.41387309980410214,-0.26183154638761413,-0.4748145617731398,-0.234571020823538,-0.6258327785172862,-0.34757066781809526,-0.27231994714548213,-0.5172016587175156,-0.3410315880885931,-0.21642019809304383,-0.23119258527095707,-0.20539748869694732,-0.19738897694155544,-0.7390339721927642,-0.4022264768620697,-0.6102439407678856,-0.1539726598831091,-0.4625184693027944,-0.4889215741089691,-0.25423030457691714,1.3018535356518715,-0.550565582163344,-0.6770398812310864,1,0,0,0.20378803
